Date,Open,High,Low,Close,Adj Close,Volume
2020-02-10,14.934000,14.944000,14.804000,14.864000,13.567356,5854479
2020-02-11,15.450000,15.544000,15.338000,15.422000,14.076680,25566634
2020-02-12,15.454000,15.648000,15.438000,15.612000,14.250106,14988169
2020-02-13,15.512000,15.612000,15.362000,15.560000,14.202642,12786034
2020-02-14,15.534000,15.692000,15.534000,15.630000,14.266536,8102383
2020-02-17,15.676000,15.732000,15.640000,15.678000,14.310349,5682800
2020-02-18,15.590000,15.910000,15.580000,15.890000,14.503855,11333575
2020-02-19,16.150000,16.615999,16.122000,16.549999,15.106279,24154334
2020-02-20,16.549999,16.747999,16.486000,16.625999,15.175651,13116257
2020-02-21,16.600000,16.634001,16.400000,16.500000,15.060641,16814487
2020-02-24,16.233999,16.396000,16.087999,16.160000,14.750301,17975950
2020-02-25,16.260000,16.270000,15.712000,15.782000,14.405275,17576512
2020-02-26,15.804000,15.848000,15.486000,15.736000,14.363289,19234654
2020-02-27,15.500000,15.652000,15.238000,15.324000,13.987229,24573629
2020-02-28,14.980000,15.146000,14.560000,14.756000,13.468778,36292177
2020-03-02,14.764000,15.090000,14.442000,14.736000,13.450522,23089669
2020-03-03,14.950000,15.080000,14.704000,14.766000,13.477904,24369814
2020-03-04,14.774000,15.036000,14.662000,15.036000,13.724353,17248629
2020-03-05,15.104000,15.152000,14.826000,14.974000,13.667761,14853864
2020-03-06,14.830000,14.912000,14.502000,14.632000,13.355595,22127577
2020-03-09,14.038000,14.136000,13.620000,13.662000,12.470211,36334539
2020-03-10,13.784000,13.916000,13.058000,13.082000,11.940806,34779537
2020-03-11,13.200000,13.452000,12.870000,12.932000,11.803892,25851639
2020-03-12,12.312000,12.424000,11.162000,11.554000,10.546101,47355263
2020-03-13,11.996000,12.394000,11.320000,11.520000,10.515066,32959263
2020-03-16,11.090000,11.258000,10.406000,10.942000,9.987488,36811536
2020-03-17,11.328000,11.670000,10.502000,11.442000,10.443871,28947423
2020-03-18,11.100000,11.700000,10.742000,10.832000,9.887083,31849359
2020-03-19,10.954000,11.794000,10.824000,11.538000,10.531497,31606779
2020-03-20,12.058000,12.474000,11.730000,12.086000,11.031693,45811631
2020-03-23,11.724000,12.016000,11.430000,11.462000,10.462126,26546345
2020-03-24,11.836000,12.034000,11.618000,12.034000,10.984228,24593524
2020-03-25,12.312000,12.348000,11.342000,11.990000,10.944066,25924784
2020-03-26,11.782000,11.972000,11.406000,11.972000,10.927637,22545943
2020-03-27,11.680000,11.954000,11.528000,11.702000,11.244741,19980194
2020-03-30,11.810000,12.016000,11.638000,11.986000,11.517645,16038883
2020-03-31,12.212000,12.228000,11.668000,11.814000,11.352365,19526969
2020-04-01,11.525000,11.855000,11.460000,11.520000,11.069854,16196604
2020-04-02,11.600000,11.890000,11.300000,11.650000,11.194774,16096682
2020-04-03,11.640000,11.720000,11.510000,11.640000,11.185165,10640646
2020-04-06,11.940000,12.225000,11.875000,12.185000,11.708869,14335620
2020-04-07,12.500000,12.665000,12.325000,12.385000,11.901054,15001793
2020-04-08,12.305000,12.485000,12.180000,12.365000,11.881835,12427461
2020-04-09,12.350000,12.440000,12.180000,12.365000,11.881835,13209569
2020-04-14,12.485000,12.580000,12.365000,12.515000,12.025974,12295418
2020-04-15,12.480000,12.555000,12.070000,12.195000,11.718477,13234103
2020-04-16,12.285000,12.385000,12.140000,12.210000,11.732892,10566157
2020-04-17,12.520000,12.735000,12.460000,12.510000,12.021170,17697498
2020-04-20,12.635000,12.695000,12.385000,12.670000,12.174917,9926789
2020-04-21,12.600000,12.605000,12.210000,12.210000,11.732892,13660226
2020-04-22,12.280000,12.580000,12.275000,12.565000,12.074019,10628318
2020-04-23,12.550000,12.710000,12.290000,12.580000,12.088434,12004929
2020-04-24,12.440000,12.845000,12.360000,12.585000,12.093239,14028630
2020-04-27,12.800000,12.980000,12.705000,12.960000,12.453586,13412347
2020-04-28,12.970000,13.040000,12.815000,12.900000,12.395929,12551150
2020-04-29,13.000000,13.440000,12.955000,13.385000,12.861979,15197859
2020-04-30,13.450000,13.560000,13.240000,13.325000,12.804323,19948004
2020-05-04,13.095000,13.155000,12.815000,12.885000,12.381516,17206611
2020-05-05,13.030000,13.150000,12.910000,12.985000,12.477609,11047076
2020-05-06,13.035000,13.090000,12.900000,12.900000,12.395929,9703783
2020-05-07,13.055000,13.315000,12.930000,13.285000,12.765886,14783374
2020-05-08,13.535000,13.705000,13.335000,13.660000,13.126233,13602433
