Date,Open,High,Low,Close,Adj Close,Volume
2019-08-12,5.293000,5.302000,5.018000,5.044000,4.729928,10437521
2019-08-13,5.010000,5.134000,4.931000,5.072000,4.756184,11130782
2019-08-14,5.042000,5.068000,4.775000,4.811500,4.511905,13921007
2019-08-15,4.839500,4.895000,4.658000,4.720000,4.426102,10960935
2019-08-16,4.749500,5.003000,4.705000,5.001000,4.689605,21634833
2019-08-19,5.099000,5.212000,5.055000,5.055000,4.740242,9961925
2019-08-20,5.105000,5.110000,4.908000,4.955500,4.646938,7957307
2019-08-21,4.960500,4.990500,4.900000,4.930000,4.623026,6374324
2019-08-22,4.899000,5.127000,4.852000,5.019000,4.706484,8083921
2019-08-23,5.069000,5.139000,4.903000,4.903000,4.597707,7616581
2019-08-26,4.900000,5.020000,4.880500,4.973000,4.663349,8149013
2019-08-27,4.996000,5.020000,4.910000,4.955000,4.646469,5934044
2019-08-28,4.990000,5.021000,4.937500,4.983000,4.672726,6282554
2019-08-29,4.980500,5.226000,4.939500,5.139000,4.819012,10356741
2019-08-30,5.163000,5.210000,5.121000,5.159000,4.837767,5869965
2019-09-02,5.150000,5.179000,5.091000,5.105000,4.787129,3441059
2019-09-03,5.097000,5.178000,5.055000,5.123000,4.804008,4953925
2019-09-04,5.190000,5.339000,5.176000,5.257000,4.929665,6645122
2019-09-05,5.355000,5.468000,5.292000,5.463000,5.122838,9123408
2019-09-06,5.469000,5.600000,5.446000,5.490000,5.148157,8112854
2019-09-09,5.550000,5.695000,5.528000,5.679000,5.325388,6180005
2019-09-10,5.700000,5.850000,5.663000,5.759000,5.400407,11833530
2019-09-11,5.840000,5.905000,5.651000,5.703000,5.347894,9808474
2019-09-12,5.708000,5.921000,5.480000,5.730000,5.373213,17573668
2019-09-13,5.816000,6.076000,5.801000,6.068000,5.690166,13184318
2019-09-16,5.971000,6.060000,5.823000,5.869000,5.503558,9503090
2019-09-17,5.851000,5.861000,5.612000,5.652000,5.300069,10854600
2019-09-18,5.637000,5.670000,5.530000,5.530000,5.185666,7106755
2019-09-19,5.569000,5.792000,5.530000,5.700000,5.345080,10727458
2019-09-20,5.720000,5.900000,5.682000,5.723000,5.366649,13135108
2019-09-23,5.689000,5.689000,5.233000,5.296000,4.966237,17089422
2019-09-24,5.336000,5.421000,5.234000,5.246000,4.919350,8728052
2019-09-25,5.230000,5.385000,5.151000,5.358000,5.024376,10434352
2019-09-26,5.351000,5.379000,5.245000,5.338000,5.005621,5714343
2019-09-27,5.200000,5.447000,5.162000,5.372000,5.037504,9215827
2019-09-30,5.387000,5.423000,5.309000,5.322000,4.990618,6931184
2019-10-01,5.343000,5.399000,5.097000,5.137000,4.817137,10935830
2019-10-02,5.110000,5.201000,5.027000,5.033000,4.719613,9522937
2019-10-04,5.036000,5.088000,4.853500,4.918000,4.611773,10402528
2019-10-07,4.933000,4.944000,4.842000,4.893500,4.588799,6772967
2019-10-08,4.920000,4.979500,4.694000,4.814000,4.514249,10494562
2019-10-09,4.799500,4.848500,4.725000,4.807000,4.507685,5296615
2019-10-10,4.810000,4.992500,4.790000,4.992000,4.681166,13820086
2019-10-11,5.040000,5.206000,5.015000,5.196000,4.872463,13857789
