Date,Open,High,Low,Close,Adj Close,Volume
1998-11-09,22.620300,23.775000,22.620300,23.391701,5.663231,7500
1998-11-10,22.837700,22.837700,22.752300,22.752300,5.508430,3000
1998-11-11,22.411699,22.497000,22.411699,22.497000,5.446621,4200
1998-11-12,22.667299,23.263700,22.667299,23.263700,5.632241,2502
1998-11-13,24.712299,24.712299,24.712299,24.712299,5.982953,30
1998-11-16,25.138700,25.138700,24.797701,24.797701,6.003630,1200
1998-11-17,24.797701,25.564699,24.797701,25.564699,6.189324,1800
1998-11-18,25.905300,26.672300,25.905300,26.672300,6.457479,6000
1998-11-19,26.672300,26.672300,25.990700,25.990700,6.292460,2520
1998-11-20,26.842699,27.098301,26.800301,27.034700,6.545218,40800
1998-11-23,27.141001,27.141001,27.034700,27.034700,6.545218,156
1998-11-24,26.416700,27.141001,25.863001,27.141001,6.570953,5040
1998-11-25,24.968000,25.278999,24.584700,24.584700,5.952061,2826
1998-11-26,24.797701,25.138700,24.797701,24.882999,6.024281,3000
1998-11-27,25.564699,25.564699,25.393999,25.393999,6.147995,2280
1998-11-30,25.117300,25.564699,25.117300,25.138700,6.086187,4200
1998-12-01,24.882999,25.393999,24.882999,25.138700,6.086187,7458
1998-12-02,25.053301,25.053301,24.286301,24.286301,5.879817,2742
1998-12-03,24.371700,24.754999,24.371700,24.754999,5.993291,3000
1998-12-04,null,null,null,null,null,null
1998-12-07,24.968000,25.138700,24.712299,24.797701,6.003630,5652
1998-12-08,25.138700,25.138700,24.797701,24.797701,6.003630,2076
1998-12-09,25.053301,25.189699,25.053301,25.189699,6.098533,2400
1998-12-10,25.138700,25.628700,25.138700,25.564699,6.189324,4260
1998-12-11,25.309000,25.564699,25.309000,25.564699,6.189324,8400
1998-12-14,25.564699,25.564699,25.564699,25.564699,6.189324,30
1998-12-15,25.978001,26.936701,25.978001,26.416700,6.395596,5280
1998-12-16,27.021700,27.098301,25.564699,25.564699,6.189324,3360
1998-12-17,26.416700,26.416700,26.416700,26.416700,6.395596,882
1998-12-18,26.416700,26.416700,26.416700,26.416700,6.395596,2400
1998-12-21,26.416700,26.416700,24.712299,24.712299,5.982953,13200
1998-12-22,null,null,null,null,null,null
1998-12-23,25.990700,25.990700,25.990700,25.990700,6.292460,12060
1998-12-24,null,null,null,null,null,null
1998-12-25,null,null,null,null,null,null
1998-12-28,25.564699,25.564699,25.564699,25.564699,6.189324,1320
1998-12-29,25.607300,25.607300,25.607300,25.607300,6.199637,810
1998-12-30,26.416700,26.416700,26.416700,26.416700,6.395596,60
1998-12-31,null,null,null,null,null,null
1999-01-01,null,null,null,null,null,null
1999-01-04,25.833300,27.666700,25.833300,27.666700,6.698225,1200
1999-01-05,27.250000,27.250000,27.083300,27.083300,6.556983,816
1999-01-06,27.918301,28.333300,27.500000,28.333300,6.859612,5700
1999-01-07,27.750000,28.033300,27.166700,27.166700,6.577175,8400
1999-01-08,27.083300,27.083300,27.083300,27.083300,6.556983,2400
1999-01-11,26.333300,26.333300,26.333300,26.333300,6.375405,120
1999-01-12,25.750000,26.381701,25.000000,25.833300,6.254353,21120
1999-01-13,25.500000,25.500000,23.828300,24.083300,5.830670,15720
1999-01-14,24.673300,24.673300,23.000000,24.083300,5.830670,12168
1999-01-15,22.709999,24.075001,22.709999,24.058300,5.824617,8010
1999-01-18,24.333300,24.333300,23.725000,23.725000,5.743924,2478
1999-01-19,23.725000,24.500000,23.725000,24.166700,5.850862,6636
1999-01-20,24.416700,24.930000,24.416700,24.833300,6.012248,10980
1999-01-21,24.500000,24.843300,24.166700,24.166700,5.850862,6510
1999-01-22,24.000000,24.166700,23.588301,24.166700,5.850862,21468
1999-01-25,23.421700,23.421700,23.421700,23.421700,5.670493,600
1999-01-26,23.833300,23.833300,23.833300,23.833300,5.770144,1800
1999-01-27,24.000000,24.246700,23.750000,23.905001,5.787503,6960
1999-01-28,23.488300,23.583300,23.488300,23.583300,5.709618,720
1999-01-29,23.416700,23.735001,23.416700,23.735001,5.746346,3198
1999-02-01,23.990000,24.333300,23.990000,24.333300,5.891197,2400
1999-02-02,24.166700,24.166700,23.583300,23.583300,5.709618,996
1999-02-03,23.583300,23.583300,23.583300,23.583300,5.709618,2400
1999-02-04,23.583300,23.583300,23.250000,23.250000,5.628925,13440
1999-02-05,23.666700,24.416700,23.418301,24.416700,5.911388,16644
1999-02-08,24.331699,24.750000,24.331699,24.750000,5.992082,5724
1999-02-09,24.500000,26.166700,24.250000,26.166700,6.335071,7230
1999-02-10,25.000000,26.166700,25.000000,26.166700,6.335071,4440
1999-02-11,24.750000,25.000000,24.750000,25.000000,6.052607,3120
1999-02-12,25.083300,25.083300,24.083300,25.000000,6.052607,6480
1999-02-15,23.666700,23.905001,23.500000,23.500000,5.689451,6180
1999-02-16,24.161699,24.161699,24.161699,24.161699,5.849651,198
1999-02-17,null,null,null,null,null,null
1999-02-18,23.583300,24.166700,23.583300,24.166700,5.850862,9636
1999-02-19,23.583300,23.583300,23.416700,23.416700,5.669283,7200
1999-02-22,23.648300,23.648300,23.071699,23.295000,5.639820,7380
1999-02-23,23.666700,23.666700,23.083300,23.648300,5.725355,3900
1999-02-24,23.416700,23.416700,22.500000,22.666700,5.487706,12900
1999-02-25,22.879999,23.666700,22.416700,23.393299,5.663618,18150
1999-02-26,22.350000,23.666700,22.350000,23.393299,5.663618,7410
1999-03-01,23.166700,23.166700,23.166700,23.166700,5.608757,4722
